mirID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-486-5p,13266.199322800216,-1.128662748388121,0.5018344698708366,-2.2490737806006416,0.02450780237176641,0.28767491831621045
hsa-miR-3960,38.33304536721477,-1.0479406510784288,0.46803508878402167,-2.2390215524246924,0.02515451385962372,0.2878213643725413
hsa-miR-3607-3p,34.849649118265184,-0.6912927878751683,0.31210392166340045,-2.214944253794791,0.026763891085617993,0.2878213643725413
hsa-miR-542-5p,3.9768490590224497,1.110984572492239,0.5033197981661907,2.2073134745345424,0.027292166574141064,0.2878213643725413
hsa-miR-365a-3p,178.46686226343667,-0.7510663246751217,0.34366723959110634,-2.1854463799596866,0.028856133379763886,0.2878213643725413
hsa-miR-365b-3p,178.49848919904767,-0.7503730328916408,0.34345635863301693,-2.1847696629585895,0.02890573945709772,0.2878213643725413
hsa-miR-193b-3p,1335.3045451538414,-0.6451202787851315,0.2954184223953086,-2.1837510117154304,0.02898054910956909,0.2878213643725413
hsa-miR-484,419.70520613342694,-0.5079152492930067,0.23298986330603658,-2.1799886144653873,0.02925830552454731,0.2878213643725413
hsa-miR-151a-5p,969.8429809894535,0.28446488593536223,0.1311037236147401,2.169769691448944,0.030024297497464256,0.2878213643725413
hsa-miR-30d-5p,12801.453123063273,-0.5411180820465861,0.2499688783387134,-2.1647418096318334,0.030407463323570874,0.2878213643725413
hsa-miR-143-5p,28.00131233050912,0.6902601402680639,0.324167933913467,2.1293288695615438,0.033227060883645035,0.2878213643725413
hsa-miR-193b-5p,8.80786555608141,-0.9104765904671352,0.4281694055368431,-2.1264400928543004,0.03346663242850236,0.2878213643725413
hsa-miR-421,60.6865686666224,0.5000848366602929,0.23533147052975137,2.1250232089000205,0.03358467634830129,0.2878213643725413
hsa-miR-99b-5p,6524.846034685089,-0.6835473389708784,0.32271370918738984,-2.118123028278181,0.03416464973153085,0.2878213643725413
hsa-miR-3613-3p,25.592560301215332,-0.8147533081091752,0.3853300185281182,-2.1144298884923787,0.03447856712268657,0.2878213643725413
hsa-miR-328-3p,124.64466152689208,-0.8040590631270498,0.3809581819165402,-2.1106229011330226,0.034804737635501806,0.2878213643725413
hsa-miR-503-5p,3.204163076845953,1.1077602068300778,0.5272857662636946,2.1008725774632215,0.035652153229555686,0.2878213643725413
hsa-miR-874-3p,143.4721725727662,-0.6204450406666336,0.2959149632935329,-2.09670046340706,0.03602009947005112,0.2878213643725413
hsa-miR-126-3p,2915.51719773058,0.40077582554786406,0.1913231583829682,2.0947585694024458,0.036192459785720166,0.2878213643725413
hsa-miR-664b-3p,33.6471892518533,-0.8207026060557436,0.39425551144174575,-2.0816515742659663,0.037374306892016956,0.2878213643725413
hsa-miR-92b-3p,1190.7469172506255,-0.6945072368690635,0.334657523510052,-2.0752775242723707,0.03796082125943142,0.2878213643725413
hsa-miR-187-3p,27.606456116353026,1.3137153444509324,0.6337802726436399,2.0728246068170133,0.03818860552037063,0.2878213643725413
hsa-miR-130b-3p,93.68891148574383,0.36313644322260397,0.17589988032302975,2.0644496321187105,0.038975104795244464,0.2878213643725413
hsa-miR-331-3p,198.69312504399662,-0.6674081800241396,0.3233349937194216,-2.0641384105900156,0.03900459501653568,0.2878213643725413
hsa-miR-224-3p,15.115251330826913,-0.7070591664057196,0.34272171688208863,-2.0630707993592923,0.03910590204143655,0.2878213643725413
hsa-miR-487b-3p,23.892566030148178,0.6551053119501875,0.31844408439611793,2.0572067249812402,0.039666344941015425,0.2878213643725413
hsa-miR-374b-5p,233.02856093422443,0.37186585099592634,0.18107357442399255,2.053672669680582,0.04000738346750235,0.2878213643725413
hsa-miR-1247-5p,206.20305985920905,-1.1894227156495865,0.5808744735939747,-2.0476415640894228,0.040595133545991265,0.2878213643725413
hsa-miR-205-5p,84515.95798181139,-0.8245349360787294,0.40322010977990863,-2.0448755309569973,0.04086713084397138,0.2878213643725413
hsa-miR-410-3p,73.69131751522869,0.6934651250040764,0.34382339741543294,2.016922438138148,0.043703608084063726,0.3032978351521324
hsa-miR-23b-3p,5680.238484081927,-0.44925512928611194,0.22367566192741675,-2.0085114554479166,0.044588969977725275,0.3032978351521324
hsa-let-7b-3p,182.6382555925328,-0.5970169884106716,0.2976906898959091,-2.005494322376778,0.044910227111776196,0.3032978351521324
hsa-miR-450b-5p,7.168188358525935,1.2754659804502193,0.6433092924355711,1.982663697614721,0.04740500714572159,0.31388088983922174
hsa-miR-106b-3p,194.08458384570983,0.3512670952225714,0.17744518430345516,1.979580886353373,0.04775064247046984,0.31388088983922174
hsa-miR-542-3p,9.49033737877472,1.1418201734752604,0.5816391820981627,1.9631073844721771,0.04963369769112755,0.32196596002270894
